"No.","Time","Source","Destination","Protocol","Length","Info"
"20","1.525786","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [ACK] Seq=6 Ack=13 Win=64900 Len=0"
"21","1.610033","25.94.9.254","25.114.157.253","TCP","60","53788  >  1234 [PSH, ACK] Seq=16 Ack=1 Win=65472 Len=5"
"22","1.653097","25.114.157.253","25.94.9.254","TCP","54","1234  >  53788 [ACK] Seq=1 Ack=21 Win=64752 Len=0"
"23","1.743578","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=6 Ack=13 Win=64900 Len=1"
"24","1.745804","25.114.157.253","25.59.115.113","TCP","58","1234  >  58363 [PSH, ACK] Seq=13 Ack=7 Win=65240 Len=4"
"25","1.823573","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [ACK] Seq=7 Ack=17 Win=64896 Len=0"
"26","2.038367","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=7 Ack=17 Win=64896 Len=1"
"27","2.080094","25.114.157.253","25.59.115.113","TCP","54","1234  >  58363 [ACK] Seq=17 Ack=8 Win=65239 Len=0"
"28","2.132538","25.94.9.254","25.114.157.253","TCP","60","53788  >  1234 [PSH, ACK] Seq=21 Ack=1 Win=65472 Len=5"
"29","2.173822","25.114.157.253","25.94.9.254","TCP","54","1234  >  53788 [ACK] Seq=1 Ack=26 Win=64747 Len=0"
"30","2.410599","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=8 Ack=17 Win=64896 Len=1"
"31","2.412836","25.114.157.253","25.59.115.113","TCP","58","1234  >  58363 [PSH, ACK] Seq=17 Ack=9 Win=65238 Len=4"
"32","2.503768","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [ACK] Seq=9 Ack=21 Win=64892 Len=0"
"33","2.663316","25.94.9.254","25.114.157.253","TCP","60","53788  >  1234 [PSH, ACK] Seq=26 Ack=1 Win=65472 Len=5"
"34","2.703615","25.114.157.253","25.94.9.254","TCP","54","1234  >  53788 [ACK] Seq=1 Ack=31 Win=64742 Len=0"
"35","2.723370","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=9 Ack=21 Win=64892 Len=1"
"36","2.726073","25.114.157.253","25.59.115.113","TCP","58","1234  >  58363 [PSH, ACK] Seq=21 Ack=10 Win=65237 Len=4"
"37","2.809891","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [ACK] Seq=10 Ack=25 Win=64888 Len=0"
"38","3.014869","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=10 Ack=25 Win=64888 Len=1"
"39","3.055265","25.114.157.253","25.59.115.113","TCP","54","1234  >  58363 [ACK] Seq=25 Ack=11 Win=65236 Len=0"
"40","3.189210","25.94.9.254","25.114.157.253","TCP","60","53788  >  1234 [PSH, ACK] Seq=31 Ack=1 Win=65472 Len=5"
"41","3.229849","25.114.157.253","25.94.9.254","TCP","54","1234  >  53788 [ACK] Seq=1 Ack=36 Win=64737 Len=0"
"42","3.376429","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=11 Ack=25 Win=64888 Len=1"
"43","3.378593","25.114.157.253","25.59.115.113","TCP","58","1234  >  58363 [PSH, ACK] Seq=25 Ack=12 Win=65235 Len=4"
"44","3.469791","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [ACK] Seq=12 Ack=29 Win=64884 Len=0"
"45","3.688639","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=12 Ack=29 Win=64884 Len=1"
"46","3.705226","25.94.9.254","25.114.157.253","TCP","60","53788  >  1234 [PSH, ACK] Seq=36 Ack=1 Win=65472 Len=5"
"47","3.729731","25.114.157.253","25.59.115.113","TCP","54","1234  >  58363 [ACK] Seq=29 Ack=13 Win=65234 Len=0"
"48","3.747093","25.114.157.253","25.94.9.254","TCP","54","1234  >  53788 [ACK] Seq=1 Ack=41 Win=64732 Len=0"
"49","4.046800","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=13 Ack=29 Win=64884 Len=1"
"50","4.049180","25.114.157.253","25.59.115.113","TCP","58","1234  >  58363 [PSH, ACK] Seq=29 Ack=14 Win=65233 Len=4"
"51","4.140766","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [ACK] Seq=14 Ack=33 Win=64880 Len=0"
"52","4.225989","25.94.9.254","25.114.157.253","TCP","60","53788  >  1234 [PSH, ACK] Seq=41 Ack=1 Win=65472 Len=5"
"53","4.266099","25.114.157.253","25.94.9.254","TCP","54","1234  >  53788 [ACK] Seq=1 Ack=46 Win=64727 Len=0"
"54","4.325210","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=14 Ack=33 Win=64880 Len=1"
"55","4.327208","25.114.157.253","25.59.115.113","TCP","58","1234  >  58363 [PSH, ACK] Seq=33 Ack=15 Win=65232 Len=4"
"56","4.420176","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [ACK] Seq=15 Ack=37 Win=64876 Len=0"
"57","4.676460","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=15 Ack=37 Win=64876 Len=1"
"58","4.717514","25.114.157.253","25.59.115.113","TCP","54","1234  >  58363 [ACK] Seq=37 Ack=16 Win=65231 Len=0"
"59","4.742987","25.94.9.254","25.114.157.253","TCP","60","53788  >  1234 [PSH, ACK] Seq=46 Ack=1 Win=65472 Len=5"
"60","4.782430","25.114.157.253","25.94.9.254","TCP","54","1234  >  53788 [ACK] Seq=1 Ack=51 Win=64722 Len=0"
"61","5.020793","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=16 Ack=37 Win=64876 Len=1"
"62","5.024090","25.114.157.253","25.59.115.113","TCP","58","1234  >  58363 [PSH, ACK] Seq=37 Ack=17 Win=65230 Len=4"
"63","5.133541","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [ACK] Seq=17 Ack=41 Win=64872 Len=0"
"64","5.265914","25.94.9.254","25.114.157.253","TCP","60","53788  >  1234 [PSH, ACK] Seq=51 Ack=1 Win=65472 Len=5"
"65","5.306436","25.114.157.253","25.94.9.254","TCP","54","1234  >  53788 [ACK] Seq=1 Ack=56 Win=64717 Len=0"
"66","5.404080","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=17 Ack=41 Win=64872 Len=1"
"67","5.408334","25.114.157.253","25.59.115.113","TCP","58","1234  >  58363 [PSH, ACK] Seq=41 Ack=18 Win=65229 Len=4"
"68","5.498450","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [ACK] Seq=18 Ack=45 Win=64868 Len=0"
"69","5.715564","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=18 Ack=45 Win=64868 Len=1"
"70","5.756225","25.114.157.253","25.59.115.113","TCP","54","1234  >  58363 [ACK] Seq=45 Ack=19 Win=65228 Len=0"
"71","5.783963","25.94.9.254","25.114.157.253","TCP","60","53788  >  1234 [PSH, ACK] Seq=56 Ack=1 Win=65472 Len=5"
"72","5.825183","25.114.157.253","25.94.9.254","TCP","54","1234  >  53788 [ACK] Seq=1 Ack=61 Win=64712 Len=0"
"73","6.096926","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=19 Ack=45 Win=64868 Len=1"
"74","6.099156","25.114.157.253","25.59.115.113","TCP","58","1234  >  58363 [PSH, ACK] Seq=45 Ack=20 Win=65227 Len=4"
"75","6.248101","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [ACK] Seq=20 Ack=49 Win=64864 Len=0"
"76","6.316004","25.94.9.254","25.114.157.253","TCP","60","53788  >  1234 [PSH, ACK] Seq=61 Ack=1 Win=65472 Len=5"
"77","6.355762","25.114.157.253","25.94.9.254","TCP","54","1234  >  53788 [ACK] Seq=1 Ack=66 Win=64707 Len=0"
"78","6.526063","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=20 Ack=49 Win=64864 Len=1"
"79","6.526151","25.94.9.254","25.255.255.255","NBNS","92","Name query NB WORKGROUP<1c>"
"80","6.527890","25.114.157.253","25.59.115.113","TCP","58","1234  >  58363 [PSH, ACK] Seq=49 Ack=21 Win=65226 Len=4"
"81","6.620454","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [ACK] Seq=21 Ack=53 Win=64860 Len=0"
"82","6.813949","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=21 Ack=53 Win=64860 Len=1"
"83","6.841069","25.94.9.254","25.114.157.253","TCP","60","53788  >  1234 [PSH, ACK] Seq=66 Ack=1 Win=65472 Len=5"
"84","6.854168","25.114.157.253","25.59.115.113","TCP","54","1234  >  58363 [ACK] Seq=53 Ack=22 Win=65225 Len=0"
"85","6.882941","25.114.157.253","25.94.9.254","TCP","54","1234  >  53788 [ACK] Seq=1 Ack=71 Win=64702 Len=0"
"86","7.079853","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=22 Ack=53 Win=64860 Len=1"
"87","7.082217","25.114.157.253","25.59.115.113","TCP","58","1234  >  58363 [PSH, ACK] Seq=53 Ack=23 Win=65224 Len=4"
"88","7.271780","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [ACK] Seq=23 Ack=57 Win=64856 Len=0"
"89","7.271864","25.94.9.254","25.255.255.255","NBNS","92","Name query NB WORKGROUP<1c>"
"90","7.356705","25.94.9.254","25.114.157.253","TCP","60","53788  >  1234 [PSH, ACK] Seq=71 Ack=1 Win=65472 Len=5"
"91","7.362070","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=23 Ack=57 Win=64856 Len=1"
"92","7.363756","25.114.157.253","25.59.115.113","TCP","58","1234  >  58363 [PSH, ACK] Seq=57 Ack=24 Win=65223 Len=4"
"93","7.396821","25.114.157.253","25.94.9.254","TCP","54","1234  >  53788 [ACK] Seq=1 Ack=76 Win=64697 Len=0"
"94","7.538318","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [ACK] Seq=24 Ack=61 Win=64852 Len=0"
"95","7.671458","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=24 Ack=61 Win=64852 Len=1"
"96","7.713237","25.114.157.253","25.59.115.113","TCP","54","1234  >  58363 [ACK] Seq=61 Ack=25 Win=65222 Len=0"
"97","7.873069","25.94.9.254","25.114.157.253","TCP","60","53788  >  1234 [PSH, ACK] Seq=76 Ack=1 Win=65472 Len=5"
"98","7.913534","25.114.157.253","25.94.9.254","TCP","54","1234  >  53788 [ACK] Seq=1 Ack=81 Win=64692 Len=0"
"99","8.072101","25.94.9.254","25.255.255.255","NBNS","92","Name query NB WORKGROUP<1c>"
"100","8.072540","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=25 Ack=61 Win=64852 Len=1"
"101","8.074757","25.114.157.253","25.59.115.113","TCP","58","1234  >  58363 [PSH, ACK] Seq=61 Ack=26 Win=65221 Len=4"
"102","8.339074","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [ACK] Seq=26 Ack=65 Win=64848 Len=0"
"103","8.403146","25.94.9.254","25.114.157.253","TCP","60","53788  >  1234 [PSH, ACK] Seq=81 Ack=1 Win=65472 Len=5"
"104","8.442958","25.114.157.253","25.94.9.254","TCP","54","1234  >  53788 [ACK] Seq=1 Ack=86 Win=64687 Len=0"
"105","8.461399","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=26 Ack=65 Win=64848 Len=1"
"106","8.463673","25.114.157.253","25.59.115.113","TCP","58","1234  >  58363 [PSH, ACK] Seq=65 Ack=27 Win=65220 Len=4"
"107","8.606254","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [ACK] Seq=27 Ack=69 Win=64844 Len=0"
"108","8.741429","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=27 Ack=69 Win=64844 Len=1"
"109","8.782187","25.114.157.253","25.59.115.113","TCP","54","1234  >  58363 [ACK] Seq=69 Ack=28 Win=65219 Len=0"
"110","8.931442","25.94.9.254","25.114.157.253","TCP","60","53788  >  1234 [PSH, ACK] Seq=86 Ack=1 Win=65472 Len=5"
"111","8.972787","25.114.157.253","25.94.9.254","TCP","54","1234  >  53788 [ACK] Seq=1 Ack=91 Win=64682 Len=0"
"112","9.005523","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=28 Ack=69 Win=64844 Len=1"
"113","9.007990","25.114.157.253","25.59.115.113","TCP","58","1234  >  58363 [PSH, ACK] Seq=69 Ack=29 Win=65218 Len=4"
"114","9.140834","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [ACK] Seq=29 Ack=73 Win=64840 Len=0"
"115","9.406918","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=29 Ack=73 Win=64840 Len=1"
"116","9.448104","25.114.157.253","25.59.115.113","TCP","54","1234  >  58363 [ACK] Seq=73 Ack=30 Win=65217 Len=0"
"117","9.449883","25.94.9.254","25.114.157.253","TCP","60","53788  >  1234 [PSH, ACK] Seq=91 Ack=1 Win=65472 Len=5"
"118","9.490777","25.114.157.253","25.94.9.254","TCP","54","1234  >  53788 [ACK] Seq=1 Ack=96 Win=64677 Len=0"
"119","9.707875","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=30 Ack=73 Win=64840 Len=1"
"120","9.710128","25.114.157.253","25.59.115.113","TCP","58","1234  >  58363 [PSH, ACK] Seq=73 Ack=31 Win=65216 Len=4"
"121","9.799256","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [ACK] Seq=31 Ack=77 Win=64836 Len=0"
"122","9.980967","25.94.9.254","25.114.157.253","TCP","60","53788  >  1234 [PSH, ACK] Seq=96 Ack=1 Win=65472 Len=5"
"123","9.998615","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=31 Ack=77 Win=64836 Len=1"
"124","9.999715","25.114.157.253","25.59.115.113","TCP","58","1234  >  58363 [PSH, ACK] Seq=77 Ack=32 Win=65215 Len=4"
"125","10.020868","25.114.157.253","25.94.9.254","TCP","54","1234  >  53788 [ACK] Seq=1 Ack=101 Win=64672 Len=0"
"126","10.079681","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [ACK] Seq=32 Ack=81 Win=64832 Len=0"
"127","10.295284","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=32 Ack=81 Win=64832 Len=1"
"128","10.336903","25.114.157.253","25.59.115.113","TCP","54","1234  >  58363 [ACK] Seq=81 Ack=33 Win=65214 Len=0"
"129","10.504630","25.94.9.254","25.114.157.253","TCP","60","53788  >  1234 [PSH, ACK] Seq=101 Ack=1 Win=65472 Len=5"
"130","10.544938","25.114.157.253","25.94.9.254","TCP","54","1234  >  53788 [ACK] Seq=1 Ack=106 Win=64667 Len=0"
"131","10.736765","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=33 Ack=81 Win=64832 Len=1"
"132","10.739273","25.114.157.253","25.59.115.113","TCP","58","1234  >  58363 [PSH, ACK] Seq=81 Ack=34 Win=65213 Len=4"
"133","10.827866","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [ACK] Seq=34 Ack=85 Win=64828 Len=0"
"134","11.026140","25.94.9.254","25.114.157.253","TCP","60","53788  >  1234 [PSH, ACK] Seq=106 Ack=1 Win=65472 Len=5"
"135","11.061373","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=34 Ack=85 Win=64828 Len=1"
"136","11.065463","25.114.157.253","25.59.115.113","TCP","58","1234  >  58363 [PSH, ACK] Seq=85 Ack=35 Win=65212 Len=4"
"137","11.066872","25.114.157.253","25.94.9.254","TCP","54","1234  >  53788 [ACK] Seq=1 Ack=111 Win=64662 Len=0"
"138","11.171311","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [ACK] Seq=35 Ack=89 Win=64824 Len=0"
"139","11.340677","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=35 Ack=89 Win=64824 Len=1"
"140","11.384384","25.114.157.253","25.59.115.113","TCP","54","1234  >  58363 [ACK] Seq=89 Ack=36 Win=65211 Len=0"
"141","11.543036","25.94.9.254","25.114.157.253","TCP","60","53788  >  1234 [PSH, ACK] Seq=111 Ack=1 Win=65472 Len=5"
"142","11.583065","25.114.157.253","25.94.9.254","TCP","54","1234  >  53788 [ACK] Seq=1 Ack=116 Win=64657 Len=0"
"143","11.725477","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=36 Ack=89 Win=64824 Len=1"
"144","11.727473","25.114.157.253","25.59.115.113","TCP","58","1234  >  58363 [PSH, ACK] Seq=89 Ack=37 Win=65210 Len=4"
"145","11.821853","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [ACK] Seq=37 Ack=93 Win=64820 Len=0"
"146","12.011497","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=37 Ack=93 Win=64820 Len=1"
"147","12.052949","25.114.157.253","25.59.115.113","TCP","54","1234  >  58363 [ACK] Seq=93 Ack=38 Win=65209 Len=0"
"148","12.069758","25.94.9.254","25.114.157.253","TCP","60","53788  >  1234 [PSH, ACK] Seq=116 Ack=1 Win=65472 Len=5"
"149","12.110996","25.114.157.253","25.94.9.254","TCP","54","1234  >  53788 [ACK] Seq=1 Ack=121 Win=64652 Len=0"
"150","12.387407","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=38 Ack=93 Win=64820 Len=1"
"151","12.392509","25.114.157.253","25.59.115.113","TCP","58","1234  >  58363 [PSH, ACK] Seq=93 Ack=39 Win=65208 Len=4"
"152","12.477827","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [ACK] Seq=39 Ack=97 Win=64816 Len=0"
"153","12.599993","25.94.9.254","25.114.157.253","TCP","60","53788  >  1234 [PSH, ACK] Seq=121 Ack=1 Win=65472 Len=5"
"154","12.641058","25.114.157.253","25.94.9.254","TCP","54","1234  >  53788 [ACK] Seq=1 Ack=126 Win=64647 Len=0"
"155","12.679479","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=39 Ack=97 Win=64816 Len=1"
"156","12.684208","25.114.157.253","25.59.115.113","TCP","58","1234  >  58363 [PSH, ACK] Seq=97 Ack=40 Win=65207 Len=4"
"157","12.774581","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [ACK] Seq=40 Ack=101 Win=64812 Len=0"
"158","12.960204","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=40 Ack=101 Win=64812 Len=1"
"159","13.003067","25.114.157.253","25.59.115.113","TCP","54","1234  >  58363 [ACK] Seq=101 Ack=41 Win=65206 Len=0"
"160","13.129321","25.94.9.254","25.114.157.253","TCP","60","53788  >  1234 [PSH, ACK] Seq=126 Ack=1 Win=65472 Len=5"
"161","13.172416","25.114.157.253","25.94.9.254","TCP","54","1234  >  53788 [ACK] Seq=1 Ack=131 Win=64642 Len=0"
"162","13.335454","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=41 Ack=101 Win=64812 Len=1"
"163","13.337866","25.114.157.253","25.59.115.113","TCP","58","1234  >  58363 [PSH, ACK] Seq=101 Ack=42 Win=65205 Len=4"
"164","13.426286","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [ACK] Seq=42 Ack=105 Win=64808 Len=0"
"165","13.648501","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=42 Ack=105 Win=64808 Len=1"
"166","13.650821","25.94.9.254","25.114.157.253","TCP","60","53788  >  1234 [PSH, ACK] Seq=131 Ack=1 Win=65472 Len=5"
"167","13.690711","25.114.157.253","25.59.115.113","TCP","54","1234  >  58363 [ACK] Seq=105 Ack=43 Win=65204 Len=0"
"168","13.692234","25.114.157.253","25.94.9.254","TCP","54","1234  >  53788 [ACK] Seq=1 Ack=136 Win=64637 Len=0"
"169","13.918230","7a:79:19:72:9d:fd","7a:79:19:5e:09:fe","ARP","42","Who has 25.94.9.254? Tell 25.114.157.253"
"170","13.918414","7a:79:19:5e:09:fe","7a:79:19:72:9d:fd","ARP","60","25.94.9.254 is at 7a:79:19:5e:09:fe"
"171","14.020474","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=43 Ack=105 Win=64808 Len=1"
"172","14.024141","25.114.157.253","25.59.115.113","TCP","58","1234  >  58363 [PSH, ACK] Seq=105 Ack=44 Win=65203 Len=4"
"173","14.115067","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [ACK] Seq=44 Ack=109 Win=64804 Len=0"
"174","14.175496","25.94.9.254","25.114.157.253","TCP","60","53788  >  1234 [PSH, ACK] Seq=136 Ack=1 Win=65472 Len=5"
"175","14.216881","25.114.157.253","25.94.9.254","TCP","54","1234  >  53788 [ACK] Seq=1 Ack=141 Win=64632 Len=0"
"176","14.337625","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=44 Ack=109 Win=64804 Len=1"
"177","14.341709","25.114.157.253","25.59.115.113","TCP","58","1234  >  58363 [PSH, ACK] Seq=109 Ack=45 Win=65202 Len=4"
"178","14.419111","7a:79:19:72:9d:fd","7a:79:19:3b:73:71","ARP","42","Who has 25.59.115.113? Tell 25.114.157.253"
"179","14.419557","7a:79:19:3b:73:71","7a:79:19:72:9d:fd","ARP","60","25.59.115.113 is at 7a:79:19:3b:73:71"
"180","14.419557","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [ACK] Seq=45 Ack=113 Win=64800 Len=0"
"181","14.636546","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=45 Ack=113 Win=64800 Len=1"
"182","14.677162","25.114.157.253","25.59.115.113","TCP","54","1234  >  58363 [ACK] Seq=113 Ack=46 Win=65201 Len=0"
"183","14.703069","25.94.9.254","25.114.157.253","TCP","60","53788  >  1234 [PSH, ACK] Seq=141 Ack=1 Win=65472 Len=5"
"184","14.743295","25.114.157.253","25.94.9.254","TCP","54","1234  >  53788 [ACK] Seq=1 Ack=146 Win=64627 Len=0"
"185","15.022891","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=46 Ack=113 Win=64800 Len=1"
"186","15.025131","25.114.157.253","25.59.115.113","TCP","58","1234  >  58363 [PSH, ACK] Seq=113 Ack=47 Win=65200 Len=4"
"187","15.116670","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [ACK] Seq=47 Ack=117 Win=64796 Len=0"
"188","15.223558","25.94.9.254","25.114.157.253","TCP","60","53788  >  1234 [PSH, ACK] Seq=146 Ack=1 Win=65472 Len=5"
"189","15.263602","25.114.157.253","25.94.9.254","TCP","54","1234  >  53788 [ACK] Seq=1 Ack=151 Win=64622 Len=0"
"190","15.396660","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=47 Ack=117 Win=64796 Len=1"
"191","15.399002","25.114.157.253","25.59.115.113","TCP","58","1234  >  58363 [PSH, ACK] Seq=117 Ack=48 Win=65199 Len=4"
"192","15.489537","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [ACK] Seq=48 Ack=121 Win=64792 Len=0"
"193","15.710414","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=48 Ack=121 Win=64792 Len=1"
"194","15.741310","25.94.9.254","25.114.157.253","TCP","60","53788  >  1234 [PSH, ACK] Seq=151 Ack=1 Win=65472 Len=5"
"195","15.752006","25.114.157.253","25.59.115.113","TCP","54","1234  >  58363 [ACK] Seq=121 Ack=49 Win=65198 Len=0"
"196","15.783059","25.114.157.253","25.94.9.254","TCP","54","1234  >  53788 [ACK] Seq=1 Ack=156 Win=64617 Len=0"
"197","15.956669","25.59.115.113","25.114.157.253","TCP","60","58363  >  1234 [PSH, ACK] Seq=49 Ack=121 Win=64792 Len=1"
